Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor,Subsector
TABLT,HealthTech,Seies A,3000000.0,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2021,2018.0,Anish Agarwal,Siti Cable,
Hesa,IT startup,Seed,2000000.0,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2021,2020.0,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",
Nalanda Learning,EdTech,,5000000.0,Kolkata,India's 1st Online Preschool with Blended Learning Model,2021,2011.0,Tamal Mukherjee,Aavishkaar Capital,
Knackit,IT startup,,100000.0,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2021,2019.0,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,
Treebo Hotels,Hospitality,Series D,16000000.0,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2021,2015.0,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,
Raptee Energy,Automotive,,700000.0,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2021,2019.0,Phunith Kumar,,
Meddo,HealthTech,,6000000.0,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2021,2018.0,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital",
Supertails,Pet care,Pre-series A,2600000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",
SkilloVilla,EdTech,Seed,300000.0,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2021,2020.0,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,
Cancer Clinics,HealthTech,Pre-series A,1500000.0,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2021,2014.0,"Sonali Srungaram, Sasi Sunkara",Axilor,
Velocity,FinTech,Seed,1300000.0,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021,2020.0,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,
Happy Jars,Food and Beverages,Seed,400000.0,Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2021,2016.0,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,
Inshorts,Media,,40000000.0,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2021,2013.0,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund",
ExtraaEdge,MarTech,Pre-series A,1000000.0,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2021,2015.0,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",
Zotalabs,Tech,Seed,1250000.0,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021,2019.0,"Nausherwan Shah, Wasim Khan",Alfa Ventures,
Voiro,Advertisement,Pre-series A,1800000.0,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2021,2014.0,"Anand Gopal, Kavita Shenoy",1Crowd,
Dream Sports,Gaming,,400000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2021,2008.0,"Bhavit Sheth, Harsh Jain","TCV, D1 Capital Partners, Falcon Edge.",
Safex Chemicals,AgriTech,,50000000.0,Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,2021,1991.0,"SK Jindal, SK Chaudhary",BanyanTree Finance Pvt. Ltd.,
Rupifi,FinTech,Pre-series A,4100000.0,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021,2019.0,Anubhav Jain,Quona Capital,
Moneyboxx,FinTech,Debt Financing,3000000.0,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,2021,1994.0,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",
CityMall,E-Commerce,Series A,11000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,2019.0,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",
Janani,Heathcare,Seed,1000000.0,Bangalore,Janani.ai is a fertility care provider.,2021,2020.0,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",
ReshaMandi,AgriTech,Seed,1700000.0,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,2021,2020.0,Utkarsh Apoorva,"Omnivore, Strive Ventures",
Bombay Shaving Company,Lifestyle,,2000000.0,Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,2015.0,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Rajesh Sud, KULDEEP JAIN",
DotPe,FinTech,Series A,27000000.0,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,2019.0,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",
Five Star Finance,FinTech,,234000000.0,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,2021,1984.0,V K Ranganathan,"TPG Capital Asia, Epiq Capital",
BYJU'S,EdTech,Series F,460000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",
Annapurna Finance,FinTech,,30000000.0,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2021,2009.0,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",
HealthPlix,HealthTech,Series B,13500000.0,Bangalore,HealthPlix is a healthtech startup,2021,2014.0,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",
Masai School,EdTech,Series A,5000000.0,Bangalore,Masai School is a job-oriented software training services.,2021,2019.0,Prateek Shukla,"Unitus Ventures, Omidyar Network India",
Bewakoof,D2C Fashion,,4000000.0,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2021,2011.0,Prabhkiran Singh,"IvyCap Ventures, Pratithi Investment Trust",
IndiaLends,FinTech,,5100000.0,Delhi,IndiaLends is a digital lending and borrowing marketplace.,2021,2014.0,"Gaurav Chopra, Mayank Kachhwaha","ACPI Investments, AdvantEdge Founders",
Stelis Biopharma,BioTechnology,Series B,195000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2021,2007.0,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office",
Tilt,Bike Rental,,125000.0,Bangalore,A bike-share for Indian campuses,2021,2016.0,Deepak VS,Y Combinator,
NeoDove,AI,Seed,15000000.0,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,2020.0,Aprit Khandelwal,India Quotient,
Zaara Biotech,BioTechnology,,10000000.0,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,2016.0,Najeeb Bin Haneef,TCN International Commerce,
KreditBee,FinTech,Seed,75000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,2018.0,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",
True Balance,FinTech,Debt Financing,10000000.0,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,2014.0,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",
Muvin,FinTech,Seed,1000000.0,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,2021,2020.0,Mukund V Rao,,
Purplle,Beauty products,,45000000.0,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2021,2011.0,"Manish Taneja, Rahul Dash","Spring Marketing Capital, Verlinvest",
FloBiz,Tech,Series A,10000000.0,Bangalore,India’s first neobusiness platform,2021,2019.0,Rahul Raj,Elevation Capital,
Jeevam Health,Health care,Pre-seed,1500000.0,Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2021,2020.0,"Kamran alam, Piyush vishwakarma",Y Combinator,
NewLink Group,Tech,,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,2016.0,"Yang Wang, Zhen Dai",Bain Capital,
OZiva,Heathcare,Series B,12000000.0,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,2021,2016.0,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",
Blive,Tourism,Pre-series A,1000000.0,Panaji,B: Live is an electric vehicle tourism startup.,2021,2004.0,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",
Nazara Technologies,Gaming,,30000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,2000.0,Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",
Euler Motors,Automotive,Series A,2600000.0,Delhi,Electric Light Commercial Vehicle,2021,2018.0,Saurav Kumar,"ADB Ventures, Jetty Ventures",
Pixxel,SpaceTech,Seed,7300000.0,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,2019.0,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",
Prescinto,Solar,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2021,2016.0,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",
MyGlamm,Beauty products,Series C,20000000.0,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2021,2015.0,Darpan Sanghvi,Bessemer Venture Partners,
Chirrup,Gaming,Pre-seed,300000.0,Bangalore,Video integrated social-gaming platform,2021,2020.0,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",
Policybazaar,Insurance,,75000000.0,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2021,2008.0,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya","Falcon Edge Capital, White Oak Global Advisors",
Livve Homes,Rental space,,5000000.0,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2021,2017.0,Maya Lakshman,Angel investors,
Juicy Chemistry,HealthTech,Series A,6300000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021,2014.0,"Megha, Pritesh Asher.",Akya Ventures,
Svasti Microfinance,FinTech,,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,2021,2008.0,"Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative",
Nexprt,Consulting,,2000000.0,Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2021,2020.0,Harsha Vardhan K,Titan Capital,
Ankur capital,FinTech,,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2021,2011.0,Ritu Verma,,
Indifi,FinTech,Debt Financing,5000000.0,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,2015.0,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",
Say Cheese,FemTech,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,2020.0,Rajpreet Kaur,,
Indic Inspirations,Cultural,,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,2019.0,Sunil Jalihal,Marquee investors,
Bimaplan,FinTech,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2021,2020.0,Vikul Goyal,"Titan Capital, Y Combinator",
YAP,FinTech,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,2014.0,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",
Leap Finance,FinTech,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,2019.0,Vaibhav Singh,Jungle Ventures,
BlackSoil NBFC,FinTech,,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,2010.0,Mohinder Pal Bansal,,
OYO,Hospitality,,200000000.0,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,2012.0,Ritesh Agarwal,Hindustan Media Venture,
Max Healthcare,HealthTech,,140000000.0,Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2021,2000.0,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare",
4baseCare,HealthTech,Pre-series A,2000000.0,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,2018.0,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures",
Ezstays,EdTech,Seed,400000.0,Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,2019.0,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,
Stylework,Co-working,Pre-series A,500000.0,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,2017.0,Sparsh Khandelwal,Inflection Point Ventures,
Kinara Capital,FinTech,,6000000.0,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,2011.0,Hardika Shah,"GAWA Capital, Gaja Capital",
Riskcovry,InsureTech,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,2018.0,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",
NODWIN,Gaming,,20000000.0,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,2012.0,Gautam Virk,Krafton,
Quizizz,EdTech,Series A,12500000.0,Bangalore,Quizizz is a Education based startup,2021,2015.0,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",
Ecom Express,E-Commerce,,20000000.0,Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,2012.0,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group",
Turtlemint,InsureTech,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,2015.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,
